PRECIP (MM),EVAP (MM),TMAX (°C),TMIN (°C)
0.0,3.775915530915238,32.0,7.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.8370434569561285,33.0,7.0
0.0,4.658867118992117,36.0,8.5
0.0,3.2003658863299838,30.0,8.0
0.0,3.4010430118256334,29.0,10.0
0.0,3.327484581094781,30.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,3.2801113840306555,29.0,8.0
0.0,3.52657730025603,31.0,8.0
0.0,3.2801113840306555,29.0,8.0
0.0,4.160419930601922,35.0,8.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.579493289352214,31.0,9.0
0.0,2.529395114768347,28.0,10.0
0.0,2.1813234598734605,26.0,10.0
0.0,2.7202322738664857,27.0,4.0
0.0,4.230613492063492,30.0,4.5
0.0,4.12923797036297,31.0,6.5
0.0,4.212479944466066,34.0,6.0
0.0,4.447024760461304,34.0,6.5
0.0,4.212479944466066,34.0,6.0
0.0,3.7856369047619056,34.0,5.5
0.0,3.5078471907993958,33.0,5.0
0.0,4.427607540494422,34.0,5.0
0.0,3.6583676295926284,33.5,6.0
0.0,3.655281716231824,33.0,6.0
0.0,3.5078471907993958,33.0,5.0
0.0,3.5728595485611736,29.0,5.0
0.0,3.327484581094781,30.0,7.0
0.0,3.040629466577289,30.0,6.0
0.0,4.12923797036297,31.0,6.5
0.0,3.775915530915238,32.0,7.0
0.0,3.8370434569561285,33.0,7.0
0.0,2.8129827187690193,28.0,7.0
0.0,6.111302689728535,36.0,10.0
0.0,5.300649818563791,36.0,8.0
0.0,6.109172252747252,35.0,6.5
0.0,3.8370434569561285,33.0,7.0
0.0,3.5775136337896316,32.0,6.0
0.0,3.655281716231824,33.0,6.0
0.0,2.981765036352534,31.5,7.0
0.0,3.579493289352214,31.0,9.0
0.0,3.6099705459043383,29.0,7.0
0.0,3.7983215758140068,31.0,7.0
0.0,2.014592857142857,26.0,15.0
0.0,1.7353293956043965,25.0,11.0
0.0,3.3024857142857162,28.0,0.0
0.0,3.2965714285714283,34.0,-1.0
0.0,4.468983333333333,31.5,-1.0
0.0,3.4974878352856305,31.0,3.0
0.0,4.363544705982574,30.0,5.0
0.0,4.363544705982574,30.0,5.0
0.0,3.055715873015873,29.0,4.5
0.0,4.363544705982574,30.0,5.0
0.0,3.118338699042645,30.0,10.0
0.0,4.060248048205252,33.0,9.0
3.0,2.181999999999999,19.0,9.5
0.0,3.4804301226551204,29.0,13.0
0.0,3.7983215758140068,31.0,7.0
0.0,3.655281716231824,33.0,6.0
0.0,3.5775136337896316,32.0,6.0
0.0,3.991074134525607,31.0,7.5
0.0,3.5775136337896316,32.0,6.0
0.0,3.5078471907993958,33.0,5.0
0.0,3.7856369047619056,34.0,5.5
0.0,3.5775136337896316,32.0,6.0
0.0,4.597258694083693,33.5,8.0
0.0,4.559009668243971,34.0,8.0
0.0,4.3684705759668585,32.0,7.5
0.0,3.0526890220890213,27.0,13.0
0.0,1.7084992063492064,28.5,11.0
0.0,4.358399200799202,33.5,7.0
0.0,5.325914954489957,37.0,7.5
0.0,4.559009668243971,34.0,8.0
0.0,3.640005293317792,32.0,9.5
0.0,5.452487078540986,34.0,9.0
0.0,4.160419930601922,35.0,8.0
0.0,5.140897692585195,37.0,7.0
0.0,5.343310897435896,33.5,9.0
0.0,5.435956655280291,35.0,9.0
0.0,6.145232564002319,36.0,9.0
0.0,5.435956655280291,35.0,9.0
0.0,5.482939304402774,34.0,10.0
0.0,5.321904447693234,35.0,10.0
0.0,5.452487078540986,34.0,9.0
0.0,6.145232564002319,36.0,9.0
0.0,6.989811111111112,38.0,9.5
0.0,6.946015291816089,37.0,10.0
0.0,6.989811111111112,38.0,9.5
0.0,6.946015291816089,37.0,10.0
0.0,5.055095361344786,34.0,12.0
0.0,6.145437994250119,36.0,11.0
0.0,4.797097580614331,35.0,12.0
0.0,6.3503926073926085,38.0,9.0
0.0,7.161075396825397,39.0,9.0
0.0,6.145232564002319,36.0,9.0
0.0,4.060248048205252,33.0,9.0
0.0,3.579493289352214,31.0,9.0
0.0,3.2829531934960166,29.0,4.0
0.0,3.4406789321789306,30.0,4.0
0.0,3.9309045981795983,31.0,9.5
0.0,4.1647732738034575,33.0,8.0
0.0,5.421590404792146,36.0,7.0
0.0,3.8370434569561285,33.0,7.0
0.0,6.111302689728535,36.0,10.0
0.0,6.145437994250119,36.0,11.0
0.0,4.846008488288955,33.0,11.0
2.5,1.3349999999999989,23.0,10.5
0.0,2.9912577416048016,29.0,11.0
0.0,3.775915530915238,32.0,7.0
0.0,3.5078471907993958,33.0,5.0
0.0,5.630705122655126,34.5,7.0
0.0,4.160419930601922,35.0,8.0
0.0,5.495071725763821,35.0,11.0
0.0,4.160419930601922,35.0,8.0
0.0,4.160419930601922,35.0,8.0
0.0,5.452487078540986,34.0,9.0
0.0,5.321904447693234,35.0,10.0
0.0,5.435956655280291,35.0,9.0
0.0,5.321904447693234,35.0,10.0
0.0,6.708454185123205,36.0,13.0
0.0,9.040851368076373,39.0,11.0
0.0,9.151549755799758,41.0,11.0
0.0,7.528856926406926,37.5,12.0
0.0,4.797097580614331,35.0,12.0
0.0,7.132553555594733,36.0,14.5
0.0,7.4077041114986795,38.0,10.0
0.0,7.4077041114986795,38.0,10.0
0.0,8.1891123015873,37.5,13.0
0.0,7.367937944801364,36.0,14.0
0.0,8.124461060262771,38.0,13.0
0.0,9.755399999999991,43.0,14.5
0.0,9.209109722222225,40.0,15.5
0.0,6.238801082200549,36.0,15.0
0.0,6.981015059945424,37.0,15.0
0.0,5.0193633286648005,35.5,15.0
0.0,7.994197496539409,37.0,11.5
0.0,8.274000877629584,38.0,12.0
0.0,8.274000877629584,38.0,12.0
0.0,9.040851368076373,39.0,11.0
0.0,8.274000877629584,38.0,12.0
0.0,7.819515564406356,38.0,11.5
0.0,7.576795900096636,38.0,14.0
0.0,8.89903808252833,39.0,13.0
0.0,6.0366690019486065,39.5,13.0
0.0,8.89903808252833,39.0,13.0
0.0,6.7754789248220595,37.0,14.0
0.0,5.436975325499805,35.0,14.0
0.0,8.897825732600733,37.0,10.5
0.0,8.05505,38.5,10.5
0.0,8.274000877629584,38.0,12.0
0.0,8.274000877629584,38.0,12.0
0.0,4.206796825396825,37.5,12.5
0.0,7.576795900096636,38.0,14.0
0.0,8.497048520923519,39.0,10.5
0.0,8.497048520923519,39.0,10.5
0.0,7.304537949574011,37.0,12.0
0.0,7.371641391941396,39.0,14.5
0.0,4.844727948961775,34.0,15.0
0.0,8.774291508165035,39.0,14.0
0.0,9.847787284937285,40.5,14.0
0.0,9.186104632363753,39.0,16.0
0.0,9.711190476190476,41.5,16.0
0.0,9.711190476190476,41.5,16.0
0.0,9.27812909412569,39.0,16.5
0.0,9.27812909412569,39.0,16.5
0.0,8.620519811270752,38.0,19.0
0.0,8.352323100244485,38.0,18.0
0.0,9.442647509293563,39.0,18.0
0.0,9.348104287765898,39.0,21.0
0.0,10.322135790516672,40.0,19.0
0.0,10.583299999999992,42.0,18.0
0.0,11.322250000000006,42.0,16.5
0.0,7.567985714285723,36.5,16.5
0.0,6.498882209663804,37.0,21.0
0.0,6.698510645974202,37.0,22.0
0.0,5.694139861948023,36.0,22.0
0.0,8.26893943001443,38.0,20.5
0.0,9.979600747601323,40.0,18.0
0.0,9.979600747601323,40.0,18.0
0.0,10.322135790516672,40.0,19.0
0.0,9.223508333333328,41.0,19.0
0.0,8.150174603174603,41.0,21.0
0.0,9.463141297866219,40.0,23.0
0.0,7.852693675988747,38.0,21.0
0.0,9.813566666666665,40.5,20.5
0.0,9.126376190476192,41.0,21.5
0.0,9.378580952380956,41.0,22.5
0.0,9.463141297866219,40.0,23.0
0.0,7.120714285714286,39.0,26.0
0.0,7.120714285714286,39.0,26.0
0.0,6.34039126984127,36.5,25.0
0.0,4.950485545847274,36.0,25.5
0.0,8.868197657244716,40.0,25.5
0.0,9.743127357025497,41.0,24.0
0.0,7.053357913867189,38.0,24.0
0.0,9.110056241285488,38.5,25.0
0.0,8.751675685425692,40.5,23.0
0.0,9.498256807081802,41.5,23.0
0.0,7.188600748458631,38.0,25.5
0.0,8.868197657244716,40.0,25.5
0.0,7.120714285714286,39.0,26.0
5.5,5.863999999999997,38.0,25.0
51.0,8.486999999999993,39.0,25.0
29.0,8.120000000000005,39.0,23.0
0.0,5.2083164086106395,36.0,23.0
37.0,8.538000000000002,38.5,25.0
85.0,10.46499999999999,37.0,21.5
0.0,9.348104287765898,39.0,21.0
0.0,7.852693675988747,38.0,21.0
6.0,6.816083333333337,39.0,25.0
4.0,3.1106785714285707,34.0,25.0
1.0,4.9670353701853776,35.0,23.5
0.0,4.664728499560146,34.0,23.5
0.0,6.299592803321601,38.0,23.0
0.0,8.29400073566416,39.0,23.0
0.0,8.294557776906995,38.5,23.0
4.5,7.620083333333334,39.0,24.5
21.0,8.628000000000005,39.0,25.0
0.0,4.291658208050968,34.0,23.0
10.0,6.099000000000001,35.0,24.0
0.0,5.0088366584839505,35.0,24.0
0.0,5.940668797993372,35.0,23.5
9.0,5.5096666666666705,35.0,26.5
2.5,3.1649071428571425,32.0,25.0
0.0,4.611146783493878,34.0,22.0
2.0,6.501664285714281,35.5,22.0
0.0,5.2083164086106395,36.0,23.0
1.0,5.9709202685536305,38.0,23.0
0.0,4.875732354397967,35.0,23.0
0.0,6.275764178346594,35.5,23.0
11.0,5.683000000000003,37.0,24.0
0.0,4.291658208050968,34.0,23.0
20.5,6.5168636517765,38.0,23.0
10.5,3.855416666666666,33.0,23.0
4.0,2.0310000000000024,29.5,23.5
1.0,2.0569999999999986,28.0,23.0
0.0,3.1016617714596104,31.0,23.0
9.5,5.181999999999996,33.0,23.0
8.5,4.04962857142857,34.0,23.0
39.0,5.621999999999996,33.0,23.5
0.0,3.846233484842383,33.0,23.0
21.0,3.707916666666664,33.0,23.0
0.0,4.291658208050968,34.0,23.0
3.0,2.605833333333334,32.0,24.0
0.0,3.81701079835384,33.0,22.0
66.0,7.702999999999998,33.5,22.0
15.5,4.975666666666668,32.5,23.5
45.5,6.174000000000003,33.0,23.0
2.0,4.440816666666662,33.0,22.0
0.0,4.611146783493878,34.0,22.0
3.0,6.1818341705791955,34.5,23.0
0.0,4.664728499560146,34.0,23.5
1.5,3.0358226190476234,33.0,24.0
0.0,4.291658208050968,34.0,23.0
0.0,4.416783322943347,34.0,24.0
0.0,4.291658208050968,34.0,23.0
51.5,5.816000000000002,33.5,23.0
0.0,4.291658208050968,34.0,23.0
43.0,7.462999999999994,35.0,23.0
0.0,3.846233484842383,33.0,23.0
1.0,4.746667857142858,33.5,23.5
0.0,4.742580194805195,33.5,23.5
43.0,7.437,34.0,23.5
0.0,3.9929282099359598,33.0,21.0
6.0,4.277999999999994,33.0,22.0
18.0,5.13339285714286,33.0,22.5
60.0,6.662999999999993,33.0,23.0
14.5,3.4739999999999975,32.0,23.0
0.0,3.5937543238048106,32.0,23.0
0.0,3.846233484842383,33.0,23.0
0.0,5.0088366584839505,35.0,24.0
22.0,6.17775,35.0,24.0
0.0,2.1732000000000005,29.0,23.0
0.0,3.1016617714596104,31.0,23.0
0.0,3.779913761190116,33.0,24.0
39.0,5.535600000000001,34.0,24.5
34.0,5.748000000000004,33.0,21.5
24.0,3.2960000000000025,30.0,21.5
2.0,1.6140000000000005,28.0,23.0
36.0,4.201999999999998,29.0,23.0
0.0,4.630859581164936,32.0,21.0
0.0,3.81701079835384,33.0,22.0
0.0,4.664728499560146,34.0,23.5
0.0,4.291658208050968,34.0,23.0
0.0,4.416783322943347,34.0,24.0
0.0,4.291658208050968,34.0,23.0
0.0,3.5463625362907543,31.0,23.5
64.0,5.508000000000001,29.0,24.0
0.0,2.71967575757576,29.5,21.0
0.0,4.202298359973362,33.0,21.5
0.0,3.81701079835384,33.0,22.0
0.0,3.5937543238048106,32.0,23.0
0.0,3.5937543238048106,32.0,23.0
0.0,3.779913761190116,33.0,24.0
0.0,3.846233484842383,33.0,23.0
0.0,4.611146783493878,34.0,22.0
0.0,6.389630025530028,34.5,22.0
0.0,3.846233484842383,33.0,23.0
1.0,4.469166666666665,34.0,23.0
42.0,6.1389999999999905,35.0,22.0
1.0,1.7545333333333335,28.5,21.0
0.0,3.787951249066613,33.0,22.5
0.0,4.853148189291241,34.0,21.0
0.0,3.6897745377160636,34.0,20.5
0.0,4.875732354397967,35.0,23.0
0.0,5.2083164086106395,36.0,23.0
16.0,5.599516666666664,36.0,22.0
0.0,4.755155011435458,35.0,21.0
0.0,4.755155011435458,35.0,21.0
0.0,4.853148189291241,34.0,21.0
0.0,4.148153571428574,31.5,21.0
0.0,4.853148189291241,34.0,21.0
0.0,4.119345221121135,34.0,20.0
0.0,3.780466197527961,33.0,20.0
0.0,5.739058753649565,34.0,19.0
0.0,4.658655538302277,34.5,19.0
0.0,5.739058753649565,34.0,19.0
0.0,4.339513694335719,32.0,14.0
0.0,4.314197363715256,33.0,12.0
0.0,4.314197363715256,33.0,12.0
0.0,5.081072623811221,34.0,16.0
0.0,5.081072623811221,34.0,16.0
0.0,5.081072623811221,34.0,16.0
0.0,5.7713122549019635,35.0,16.5
0.0,4.402394309087884,32.0,18.0
104.0,6.637000000000004,25.0,18.5
32.0,3.739000000000002,25.5,21.5
0.0,3.4998440476190478,30.0,21.5
0.0,4.402394309087884,32.0,18.0
0.0,4.880413808467786,33.0,17.5
0.0,4.3329183144512875,33.0,17.0
0.0,4.458969047619046,30.0,17.0
0.0,5.753958363858369,32.0,18.5
0.0,3.130968996689586,32.0,17.0
0.0,4.677037556971417,33.0,16.0
0.0,5.178975000000003,33.0,16.5
0.0,5.081072623811221,34.0,16.0
0.0,4.3329183144512875,33.0,17.0
0.0,4.677037556971417,33.0,16.0
0.0,5.081072623811221,34.0,16.0
0.0,4.363463569102043,33.0,15.0
0.0,4.3739142135642135,32.0,15.0
0.0,5.5154420634920625,31.5,13.0
0.0,3.1224674722250585,32.0,12.0
0.0,3.19850476698604,31.0,12.0
0.0,5.086035918625203,33.0,14.0
0.0,3.56449794389477,32.0,16.0
0.0,4.339513694335719,32.0,14.0
0.0,5.086035918625203,33.0,14.0
0.0,5.086035918625203,33.0,14.0
0.0,4.363463569102043,33.0,15.0
0.0,3.959429033365041,33.0,13.0
0.0,4.314197363715256,33.0,12.0
0.0,4.060248048205252,33.0,9.0
0.0,4.871263793931407,33.0,10.0
0.0,3.640005293317792,32.0,9.5
0.0,3.052502654536608,31.0,10.0
0.0,3.052502654536608,31.0,10.0
0.0,3.118338699042645,30.0,10.0
0.0,3.118338699042645,30.0,10.0
0.0,2.7987842216349175,29.0,12.0
0.0,2.7987842216349175,29.0,12.0
0.0,2.273421042455137,27.0,10.0
0.0,2.5633952380952376,25.0,10.0
0.0,2.3022666666666685,29.5,10.0
0.0,1.5198139499389478,26.0,10.5
0.0,3.0546987286577,30.0,12.0
0.0,3.4804301226551204,29.0,13.0
0.0,3.959429033365041,33.0,13.0
0.0,1.8133047619047615,23.0,13.0
0.0,2.566827380952377,28.5,14.0
0.0,3.6099705459043383,29.0,7.0
0.0,3.040629466577289,30.0,6.0
0.0,4.054209930639535,31.0,5.5
0.0,3.837033333333332,32.0,4.0
0.0,3.7873727439227425,33.0,4.0
0.0,4.3067885776532355,31.5,6.0
0.0,3.775915530915238,32.0,7.0
0.0,3.377277469091899,31.0,6.0
0.0,2.5954938311688314,29.0,6.5
1.0,2.4508863636363625,28.0,11.0
0.0,2.272523192004076,24.0,10.0
0.0,2.467429726121831,27.0,9.0
0.0,2.5425759712317513,28.0,9.0
3.5,2.374541906081536,28.0,7.0
0.0,2.7876650793650795,23.0,6.5
0.0,1.4329277777777782,25.5,4.5
0.0,4.164771989285224,29.0,3.0
0.0,3.469945937395937,32.0,3.0
0.0,2.9772577256077266,30.0,3.0
20.0,2.3538999999999994,22.0,4.0
0.0,1.3112380952380958,21.0,9.0
0.0,3.580883333333332,23.0,4.0
0.0,3.4974878352856305,31.0,3.0
0.0,4.164771989285224,29.0,3.0
0.0,2.8589083333333325,23.0,3.0
0.0,4.27589186469114,32.0,11.0
0.0,4.003196743534245,31.0,4.0
0.0,3.2829531934960166,29.0,4.0
0.0,3.115852681142389,27.0,3.0
0.0,3.327484581094781,30.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,4.559009668243971,34.0,8.0
0.0,4.1647732738034575,33.0,8.0
0.0,3.4010430118256334,29.0,10.0
0.0,3.575943312466911,30.0,11.0
3.0,1.1886666666666674,22.0,14.0
3.5,1.5609999999999986,19.0,15.0
0.0,1.1529999999999996,19.0,13.0
6.5,0.9100000000000007,19.0,13.0
0.0,1.494183333333333,22.0,14.0
0.0,4.110465476190476,29.0,14.0
30.0,2.656999999999997,19.0,13.5
0.0,0.9533333333333326,20.0,12.0
0.0,3.768016666666668,24.0,7.0
0.0,2.2174999999999985,20.0,7.0
0.0,2.4521500000000014,17.0,5.0
0.0,2.2690000000000023,17.5,1.0
0.0,2.8453999999999997,23.5,1.0
0.0,2.4753773809523825,26.0,3.0
0.0,3.4962738095238097,28.0,3.0
0.0,2.7202322738664857,27.0,4.0
0.0,5.414650000000003,19.0,4.0
0.0,2.529395114768347,28.0,10.0
7.0,1.2110000000000019,25.0,10.0
0.0,2.0088833333333334,23.0,9.0
0.0,2.476371380958224,26.0,7.0
0.0,3.1200659715284704,28.5,5.0
0.0,3.9442007243349284,32.0,5.0
0.0,3.8370434569561285,33.0,7.0
0.0,3.7651119171678,33.0,6.5
0.0,4.1647732738034575,33.0,8.0
0.0,4.018558786354195,32.0,10.0
0.0,4.05159278452484,32.0,9.0
0.0,3.052502654536608,31.0,10.0
0.0,3.2801113840306555,29.0,8.0
0.0,2.467429726121831,27.0,9.0
0.0,7.4077041114986795,38.0,10.0
0.0,2.6541710317460314,25.0,7.0
0.0,3.5689666666666686,37.0,4.0
0.0,4.003196743534245,31.0,4.0
0.0,3.2829531934960166,29.0,4.0
0.0,3.2801113840306555,29.0,8.0
0.0,1.5699329365079366,27.0,14.0
0.0,1.570695238095237,28.0,15.0
0.0,3.579493289352214,31.0,9.0
0.0,4.05159278452484,32.0,9.0
0.0,3.2503070321692786,31.0,11.0
0.0,3.52657730025603,31.0,8.0
0.0,3.775915530915238,32.0,7.0
0.0,3.775915530915238,32.0,7.0
0.0,3.8370434569561285,33.0,7.0
0.0,4.3684705759668585,32.0,7.5
0.0,3.377277469091899,31.0,6.0
0.0,3.837033333333332,32.0,4.0
0.0,3.7873727439227425,33.0,4.0
0.0,6.109172252747252,35.0,6.5
0.0,4.221760714285716,35.0,7.5
0.0,5.435956655280291,35.0,9.0
0.0,6.111302689728535,36.0,10.0
0.0,5.2840141413520225,35.0,7.0
0.0,5.292681011010129,34.0,7.0
0.0,3.9783269230769234,34.5,8.0
0.0,5.435956655280291,35.0,9.0
0.0,5.482939304402774,34.0,10.0
0.0,4.160419930601922,35.0,8.0
0.0,5.300649818563791,36.0,8.0
0.0,7.150689285714286,35.5,9.0
0.0,7.923768001443006,39.0,10.0
0.0,5.489932936507936,35.5,11.5
0.0,6.922899762737262,35.0,10.5
0.0,7.805445581869111,35.5,10.5
0.0,6.152967971802493,37.0,11.0
0.0,6.922899762737262,35.0,10.5
0.0,2.3135351731601723,27.5,11.0
0.0,2.9235340520590505,29.5,13.0
0.0,4.871263793931407,33.0,10.0
0.0,3.8249654761904748,29.0,9.5
0.0,4.1647732738034575,33.0,8.0
0.0,4.160419930601922,35.0,8.0
0.0,5.592094688644688,34.0,10.5
0.0,4.933216811298396,34.0,11.0
0.0,5.343310897435896,33.5,9.0
0.0,6.145437994250119,36.0,11.0
0.0,4.623040031446693,35.0,6.0
0.0,4.658867118992117,36.0,8.5
0.0,7.304537949574011,37.0,12.0
0.0,7.304537949574011,37.0,12.0
0.0,8.124461060262771,38.0,13.0
0.0,7.367937944801364,36.0,14.0
0.0,3.1224674722250585,32.0,12.0
0.0,3.19850476698604,31.0,12.0
0.0,2.9557189393939383,30.0,16.0
0.0,2.8255429473304474,31.0,13.0
0.0,4.231305303030303,33.5,13.0
0.0,4.846008488288955,33.0,11.0
0.0,4.27589186469114,32.0,11.0
0.0,5.321904447693234,35.0,10.0
0.0,5.91908233584441,36.0,10.5
0.0,4.933216811298396,34.0,11.0
0.0,5.087545479520479,35.0,11.5
0.0,4.314197363715256,33.0,12.0
0.0,4.319743173493173,32.0,12.5
0.0,6.3503926073926085,38.0,9.0
0.0,6.3503926073926085,38.0,9.0
0.0,7.304537949574011,37.0,12.0
0.0,7.576795900096636,38.0,14.0
0.0,8.641771345182427,39.0,15.0
0.0,6.145437994250119,36.0,11.0
0.0,6.145437994250119,36.0,11.0
0.0,4.670146039375533,35.0,13.0
0.0,6.145232564002319,36.0,9.0
0.0,6.074733952158949,36.0,9.5
0.0,6.3503926073926085,38.0,9.0
0.0,8.279426984126983,37.0,8.5
0.0,6.145437994250119,36.0,11.0
0.0,7.994197496539409,37.0,11.5
0.0,6.374595836353189,34.0,11.5
0.0,4.670146039375533,35.0,13.0
0.0,6.234022889610388,34.5,12.0
0.0,7.613704960235843,35.5,12.0
0.0,7.304537949574011,37.0,12.0
0.0,7.819515564406356,38.0,11.5
0.0,9.01460218392719,40.0,12.0
0.0,8.199156746031749,41.0,13.0
0.0,9.921031199356198,41.0,16.5
0.0,7.329038659147873,38.0,16.5
0.0,7.576795900096636,38.0,14.0
0.0,7.680559523206267,38.5,12.0
0.0,8.54689694472195,39.0,11.5
0.0,8.774291508165035,39.0,14.0
0.0,8.89903808252833,39.0,13.0
0.0,7.367937944801364,36.0,14.0
0.0,7.096639189469801,37.0,17.0
0.0,7.304537949574011,37.0,12.0
0.0,7.1910007936507965,36.0,11.5
0.0,8.89903808252833,39.0,13.0
0.0,9.081466993300818,41.0,12.0
0.0,9.5420675990676,40.5,13.0
0.0,8.199156746031749,41.0,13.0
0.0,11.598250000000014,40.5,14.5
0.0,10.611103643578645,41.0,15.0
0.0,10.611103643578645,41.0,15.0
0.0,10.359649999999997,43.0,18.0
0.0,10.359649999999997,43.0,18.0
0.0,8.74196533980725,39.0,19.0
0.0,8.620519811270752,38.0,19.0
0.0,8.496954133856349,39.5,19.0
0.0,7.852693675988747,38.0,21.0
0.0,7.832663175713178,37.0,20.5
0.0,5.7811185555283915,36.0,21.0
0.0,5.7811185555283915,36.0,21.0
0.0,6.616128484930962,37.0,20.0
0.0,9.785728270676694,37.5,20.0
0.0,9.108244104132881,38.0,21.5
0.0,6.871835101010103,37.5,22.0
0.0,7.053357913867189,38.0,24.0
2.0,7.237924242424243,40.0,22.0
0.0,9.172861835584435,40.0,22.5
2.5,6.360952319902325,38.0,23.5
0.0,6.299592803321601,38.0,23.0
0.0,6.299592803321601,38.0,23.0
0.0,7.681373751545151,38.0,26.0
0.0,8.294557776906995,38.5,23.0
0.0,8.29400073566416,39.0,23.0
4.0,6.5852962962962955,38.0,24.0
0.0,5.844850058219545,36.0,24.0
0.0,7.053357913867189,38.0,24.0
0.0,9.463141297866219,40.0,23.0
0.0,9.393908333333336,41.5,22.0
0.0,8.294557776906995,38.5,23.0
0.0,9.797480457042962,41.0,25.0
0.0,9.855229131652662,39.0,25.5
2.5,8.334130952380947,39.0,24.0
0.5,8.516255555555556,38.5,24.0
0.0,5.953031992849211,37.0,23.0
0.0,8.29400073566416,39.0,23.0
0.0,9.743127357025497,41.0,24.0
0.0,9.743127357025497,41.0,24.0
23.0,8.538000000000004,39.0,24.0
0.0,5.0088366584839505,35.0,24.0
39.0,5.682000000000003,34.0,25.0
0.0,5.953031992849211,37.0,23.0
0.0,5.953031992849211,37.0,23.0
14.5,6.361833333333325,38.0,24.0
0.0,6.302844196073828,36.0,23.5
23.0,6.101750000000001,35.0,24.0
0.0,4.291658208050968,34.0,23.0
0.0,5.953031992849211,37.0,23.0
34.0,9.316000000000013,38.0,25.0
0.0,4.875732354397967,35.0,23.0
0.0,4.875732354397967,35.0,23.0
10.0,5.847000000000003,34.0,27.0
25.0,5.068083333333334,31.5,24.0
14.5,3.0810000000000004,30.0,22.0
0.0,3.81701079835384,33.0,22.0
41.0,7.953999999999997,34.0,23.0
3.0,2.605833333333334,32.0,24.0
14.0,5.726600000000002,33.5,23.0
0.0,3.846233484842383,33.0,23.0
0.0,3.846233484842383,33.0,23.0
0.0,4.291658208050968,34.0,23.0
0.0,3.779913761190116,33.0,24.0
31.0,4.885550000000004,33.0,24.0
63.4,8.036999999999999,33.0,23.0
0.0,3.846233484842383,33.0,23.0
0.0,4.403228319904399,34.0,25.0
10.5,6.742000000000006,34.0,25.0
17.0,7.287147619047619,38.5,23.5
0.0,3.4292931966468334,33.0,23.5
0.0,4.611146783493878,34.0,22.0
0.0,5.098277522789198,35.0,22.0
16.5,5.3004666666666695,33.0,23.0
45.0,6.215000000000003,33.0,23.0
0.0,4.630859581164936,32.0,21.0
4.0,4.637345238095236,34.0,21.0
32.0,5.271266666666663,34.0,24.0
0.0,3.81701079835384,33.0,22.0
4.0,3.9785119047619,34.0,22.0
11.0,4.010380375180374,33.0,22.5
0.0,5.157908851437967,34.5,23.0
25.0,5.289999999999995,34.0,23.0
40.0,5.2285,32.0,23.0
0.0,3.846233484842383,33.0,23.0
3.0,2.605833333333334,32.0,24.0
20.0,4.775000000000002,33.0,26.0
0.0,3.846233484842383,33.0,23.0
0.0,4.548779413594626,34.0,22.5
5.0,2.1441,32.0,23.5
0.0,2.6064202380952377,30.0,24.0
13.5,4.868000000000005,33.0,26.0
31.0,5.226333333333333,32.0,22.5
2.0,5.0947765873015864,33.0,23.0
2.0,4.6657020202020165,33.0,22.5
0.0,3.5937543238048106,32.0,23.0
15.5,5.932799999999997,34.0,23.0
0.0,4.291658208050968,34.0,23.0
16.5,5.8838833333333325,35.0,23.0
7.0,2.8583333333333347,31.0,22.0
40.6,4.877000000000004,25.0,23.0
8.0,1.1449999999999991,26.0,23.0
0.0,3.5937543238048106,32.0,23.0
0.0,3.5937543238048106,32.0,23.0
27.5,5.975566666666668,33.5,23.0
0.5,2.585587820104734,30.0,22.0
8.5,4.203333333333334,32.0,22.0
40.5,5.454999999999993,32.0,22.0
0.0,3.7142251710549075,32.0,22.0
0.0,3.81701079835384,33.0,22.0
0.0,3.7000469696969702,32.0,23.5
0.0,3.779913761190116,33.0,24.0
0.0,2.6955999999999976,29.0,25.0
0.0,3.846233484842383,33.0,23.0
2.0,3.944430158730158,34.0,24.0
0.0,5.396302919843988,33.5,22.0
0.0,4.611146783493878,34.0,22.0
33.5,3.4580000000000024,31.0,24.0
0.0,3.7142251710549075,32.0,22.0
0.0,3.81701079835384,33.0,22.0
0.0,3.846233484842383,33.0,23.0
0.0,5.396302919843988,33.5,22.0
0.0,4.611146783493878,34.0,22.0
0.0,5.940668797993372,35.0,23.5
0.0,5.157908851437967,34.5,23.0
57.0,6.307000000000003,33.0,21.0
0.0,3.9929282099359598,33.0,21.0
0.0,3.846233484842383,33.0,23.0
0.0,5.940668797993372,35.0,23.5
0.0,4.416783322943347,34.0,24.0
0.0,3.846233484842383,33.0,23.0
19.0,3.546999999999997,31.0,23.0
0.0,4.0986722222222225,32.0,20.0
0.0,4.404145243645245,32.0,20.5
0.0,4.038518029242,34.0,21.5
0.0,4.755155011435458,35.0,21.0
0.0,5.2083164086106395,36.0,23.0
0.0,5.2083164086106395,36.0,23.0
0.0,5.098277522789198,35.0,22.0
0.0,4.119345221121135,34.0,20.0
0.0,3.780466197527961,33.0,20.0
0.0,4.677037556971417,33.0,16.0
0.0,5.0023327922077945,33.0,14.5
0.0,5.086035918625203,33.0,14.0
0.0,5.086035918625203,33.0,14.0
0.0,6.175487738233556,34.0,14.5
0.0,4.079663492063491,34.0,15.5
0.0,4.880413808467786,33.0,17.5
0.0,4.3663661664845,34.0,18.0
